"id","name","type","platform","genres","developer","publisher","release_date","release_precision","release_year","release_month","release_day","main_story_polled","main_story","main_plus_sides_polled","main_plus_sides","completionist_polled","completionist","all_styles_polled","all_styles","single_player_polled","single_player","co_op_polled","co_op","versus_polled","versus"
"157265","Mortal Kombat 1: Khaos Reigns","dlc/expansion","Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S","Action","NetherRealm Studios, QLOC","Warner Bros. Games","2024-09-24","day","2024","9","24","36","2.88","1","3.01","2","5.0","39","3.03","36","2.88","","","",""
"157266","Bushido Ball","dlc/expansion","PC","Sports, Top-Down","Mossmouth","Mossmouth","2024-09-18","day","2024","9","18","19","0.97","3","1.45","10","2.62","32","1.46","19","0.97","","","",""
"157268","Subside","game","PC, PlayStation 5","Simulation, Virtual Reality","A2D Software","A2D Software","2024-09-17","day","2024","9","17","1","3.83","2","5.5","1","6.0","4","4.94","1","3.83","","","",""
"157271","No, I'm not a Human","game","PC, PlayStation 5, Xbox Series X/S","First-Person, Horror, Incremental, Management, Text","Trioskaz","Critical Reflex","2025-09-15","day","2025","9","15","89","2.37","48","5.38","14","16.12","151","3.95","89","2.37","1","4.4","",""
"157272","Cats Around Us: Giant Cat","game","Linux, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S","Hidden Object","Noobzilla","Noobzilla","2024-08-07","day","2024","8","7","2","0.39","","","9","0.5","11","0.49","2","0.39","","","",""
"157273","Catbox","game","Linux, Mac, PC","Puzzle","Very Very LITTLE Studio","Very Very LITTLE Studio","2024-09-19","day","2024","9","19","","","","","3","4.82","3","4.82","","","","","",""
"157275","The Villainess Is Adored by the Prince of the Neighbor Kingdom","game","Nintendo Switch, PC","Visual Novel","OPERAHOUSE","OPERAHOUSE","2024-03-21","day","2024","3","21","1","6.0","1","6.33","2","6.38","4","6.26","1","6.0","","","",""
"157277","Nocturnals","game","Linux, Mac, PC","Adventure","Cowboy Toad Games","Cowboy Toad Games","2024-09-13","day","2024","9","13","4","1.19","","","1","7.18","5","1.87","4","1.19","","","",""
"157287","Go Ace It","game","PC","","Go Ace It","Go Ace It","2022-05-28","day","2022","5","28","","","","","1","0.32","1","0.32","","","","","",""
"157289","Of Frost and Flowers","game","Mac, PC","Visual Novel","Elseth Games","Neoclassic Games","2023-04-28","day","2023","4","28","","","","","3","5.17","3","5.17","","","","","",""
"157290","Blasphemous II: Mea Culpa","dlc/expansion","Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S","Action, Adventure, Roguelike","The Game Kitchen","Team17","2024-10-31","day","2024","10","31","2","4.5","8","6.48","11","8.84","21","7.28","2","4.5","","","",""
"157291","Sniper Elite 5: Landing Force","dlc/expansion","PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S","Action, Adventure","Flix Interactive","Rebellion","2022-07-26","day","2022","7","26","","","4","2.08","","","4","2.08","","","","","",""
"157292","Sniper Elite 5: Conqueror Mission, Weapon and Skin Pack","dlc/expansion","PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S","Action, Adventure","Flix Interactive","Rebellion","2022-11-29","day","2022","11","29","","","3","1.9","2","3.85","5","2.72","","","","","",""
"157296","Project RyME","game","PC","Adventure, Puzzle","Strange Qwarq","Strange Qwarq","2024-03-20","day","2024","3","20","1","19.4","","","","","1","19.4","1","19.4","","","",""
"157301","Ghost of Yōtei","game","PlayStation 5","Action, Adventure, Open World, Third-Person","Sucker Punch Productions","Sony Interactive Entertainment","2025-10-02","day","2025","10","2","112","28.95","316","45.65","482","59.32","910","51.19","112","28.95","","","",""
"157302","Legacy of Kain: Soul Reaver 1 & 2 Remastered","compil","Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S","Action, Adventure, Compilation","Aspyr, Crystal Dynamics","Aspyr","2024-12-10","day","2024","12","10","25","17.84","29","22.42","15","26.4","69","21.01","25","17.84","","","",""
"157305","The Midnight Walk","game","PC, PlayStation 5","Adventure, First-Person, Horror, Virtual Reality","MoonHood","Fast Travel Games","2025-05-08","day","2025","5","8","34","4.85","27","6.23","17","7.54","78","6.04","34","4.85","","","",""
"157309","Lunar Remastered Collection","compil","Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox Series X/S","Compilation, Role-Playing, Turn-Based","GungHo Online Entertainment","GungHo Online Entertainment","2025-04-18","day","2025","4","18","12","23.64","12","39.53","4","55.18","28","33.65","12","23.64","","","",""
"157314","Good Night Pan Pan","game","PC","Action, Puzzle, Third-Person","SUZAKU Games","SUZAKU Games","2024-09-06","day","2024","9","6","2","1.6","","","1","2.2","3","2.0","2","1.6","","","",""
"157315","Sniper Elite 5: Rough Landing Mission and Weapon Pack","dlc/expansion","PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S","Action, Adventure","Rebellion","Rebellion","2023-03-07","day","2023","3","7","","","4","2.16","","","4","2.16","","","","","",""
"157316","Sniper Elite 5: Kraken Awakes Mission, Weapon and Skin Pack","dlc/expansion","PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S","Action, Adventure","Rebellion","Rebellion","2023-07-06","day","2023","7","6","","","3","2.02","1","4.54","4","2.43","","","","","",""
"157317","Basil and the Isles of Spice","game","PC","Action, Platform","Leviathan","DigiPen Institute of Technology","2024-09-20","day","2024","9","20","2","0.21","","","1","0.43","3","0.28","2","0.21","","","",""
"157318","Please Say Hi","game","Browser, PC","Adventure, Scrolling, Side","vonka","vonka game studio","2017-02-05","day","2017","2","5","","","","","2","0.26","2","0.26","","","","","",""
"157322","Lust Epidemic","game","Linux, Mac, PC","Adventure, Role-Playing","BanzaiProject","BanzaiProject","2024-09-21","day","2024","9","21","1","1.15","","","","","1","1.15","1","1.15","","","",""
"157323","A Thousand Mouths To Scream","game","PC","Adventure, Horror, Point-And-Click, Visual Novel","SpoocleMacBoogle","SpoocleMacBoogle","2024-09-23","day","2024","9","23","","","1","0.58","1","1.0","2","0.79","","","","","",""
"157325","DRAPLINE","game","PC","Adventure, Role-Playing, Simulation","Kanawo, Vaka Game Magazine","Vaka Game Magazine","2025-06-30","day","2025","6","30","","","","","1","14.0","1","14.0","","","","","",""
"157327","Gal Guardians: Servants of the Dark","game","Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S","Action, Adventure, Scrolling, Side","Inti Creates","Inti Creates","2025-03-27","day","2025","3","27","1","10.0","4","17.73","5","18.03","10","16.99","1","10.0","1","15.17","",""
"157328","Backyard Baseball '97","game","PC, PlayStation 5","Sports","Mega Cat Studios","Playground Productions","2024-10-10","day","2024","10","10","5","13.21","","18.18","5","23.14","10","18.3","5","13.21","","","",""
"157329","Zenless Zone Zero - Chapter 4: Tour de Inferno","dlc/expansion","Mobile, PC, PlayStation 5","Action, Fighting, Hack And Slash, Real-Time, Role-Playing, Text, Third-Person","miHoYo, HoYoverse","miHoYo, HoYoverse","2024-09-25","day","2024","9","25","3","3.8","3","6.31","1","9.0","7","5.8","3","3.8","","","",""
"157331","Remnant II - The Dark Horizon","dlc/expansion","PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S","Action, Adventure, Role-Playing","Gunfire Games","Arc Games","2024-09-24","day","2024","9","24","7","2.99","11","6.97","5","11.62","23","6.49","7","2.99","3","11.15","",""
"157338","Pawsome Hidden Cats - Kittynawa","game","PC","Hidden Object","Gemcraft Games, Horny Tales","Gemcraft Games","2024-09-23","day","2024","9","23","1","0.42","1","0.5","6","0.9","8","0.78","1","0.42","","","",""
"157339","The City of Damned Children","mod","Linux, Mac, PC","First-Person, Real-Time, Shooter","Doomer Boards community","","2020-07-31","day","2020","7","31","1","2.92","","","","","1","2.92","1","2.92","","","",""
"157341","One True Path","game","Meta Quest, PC","Action, Adventure, Fighting, First-Person, Puzzle, Virtual Reality","InnerspaceVR","InnerspaceVR","2024-09-25","day","2024","9","25","","","1","0.95","","","1","0.95","","","","","",""
"157343","Gump Jump","game","PlayStation 4, PlayStation 5","Action, Platform","Zakym","Zakym","2022-07-17","day","2022","7","17","","","","","1","0.04","1","0.04","","","","","",""
"157344","Lost Lands: Stories of the First Brotherhood","game","Nintendo Switch, PC","Adventure","FIVE-BN GAMES","FIVE-BN GAMES","2024-03-28","day","2024","3","28","","","1","5.5","1","8.3","2","6.9","","","","","",""
"157348","Hard Time III","game","Nintendo Switch, PC","Action, Adventure, Role-Playing, Simulation","MDickie","MDickie","2024-09-09","day","2024","9","9","2","9.75","","","2","13.22","4","11.47","2","9.75","","","",""
"157355","Veil Transfer","game","PC","First-Person, Horror, Simulation","Daniel Graves","Daniel Graves","2024-09-21","day","2024","9","21","","","1","0.67","","","1","0.67","","","","","",""
"157366","Cubed and Dangerous","game","PC","Action, Real-Time, Top-Down","Ace High Arcade","Ace High Arcade","2024-08-01","day","2024","8","1","1","1.46","","","","","1","1.46","1","1.46","","","",""
"157367","Choice of Life: Wild Islands","game","Linux, Mac, PC","Text, Visual Novel","Blazing Planet Studio","Blazing Planet Studio","2024-09-26","day","2024","9","26","2","1.25","1","3.1","1","27.63","4","5.33","2","1.25","","","",""
"157378","Neko Secret - Homecoming","game","PC","Simulation","Axyos Games","Axyos Games","2022-04-11","day","2022","4","11","","","","","1","0.62","1","0.62","","","","","",""
"157379","First Encounters","game","Meta Quest","Shooter, Virtual Reality","Meta","Meta","2023-09-27","day","2023","9","27","3","0.31","","","","","3","0.31","3","0.31","","","",""
"157382","Alone (DOOM)","mod","Linux, Mac, PC","First-Person, Real-Time, Shooter","Doomer Boards community","","2019-10-31","day","2019","10","31","2","1.32","","","","","2","1.32","2","1.32","","","",""
"157387","Alruna and the Necro-Industrialists","game","Nintendo Switch, PC","Adventure","Neckbolt","Burning Planet Digital","2024-09-26","day","2024","9","26","","","5","4.17","4","6.84","9","5.23","","","","","",""
"157388","Skyward Dream","game","PC","Adventure, First-Person, Platform","KEFROST MANUFACTURE","KEFROST MANUFACTURE","2024-09-09","day","2024","9","9","","","","","1","1.17","1","1.17","","","","","",""
"157412","The Big Bell Race","dlc/expansion","PC","Driving, Racing, Sports, Top-Down","Mossmouth","Mossmouth","2024-09-18","day","2024","9","18","21","0.24","1","0.45","15","0.78","37","0.37","21","0.24","","","",""
"157425","INAYAH: Life After Gods","game","Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S","Action, Platform, Scrolling, Side","ExoGenesis Studios","ExoGenesis Studios","2025-00-00","day","2025","0","0","","","1","11.37","2","14.42","3","13.91","","","","","",""
"157427","Warside","game","Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S","Role-Playing, Strategy/Tactical, Turn-Based","LAVABIRD","First Break Labs","2025-04-14","day","2025","4","14","","","","","1","12.6","1","12.6","","","","","",""
"157428","Hirogami","game","PC, PlayStation 5","Action, Adventure","Bandai Namco Studios","Kakehashi Games","2025-09-03","day","2025","9","3","6","4.48","1","6.0","","","7","4.84","6","4.48","","","",""
"157431","The Little UNI","game","Mac, PC","Adventure, Point-And-Click","Vivid selfish","Vivid selfish","2024-09-13","day","2024","9","13","","","","","3","0.55","3","0.55","","","","","",""
"157441","Looking Up I See Only A Ceiling: The Relapse","dlc/expansion","Linux, Mac, PC","Adventure","silver978","IndieArk","2024-09-26","day","2024","9","26","3","0.74","2","1.04","7","1.07","12","0.97","3","0.74","","","",""
"157445","Venus Vacation PRISM - DEAD OR ALIVE Xtreme -","game","PC, PlayStation 4, PlayStation 5","Adventure, First-Person","Team NINJA","Koei Tecmo Games","2025-03-27","day","2025","3","27","19","7.18","2","11.0","4","47.21","25","11.02","19","7.18","","","",""
"157446","Atelier Resleriana: The Red Alchemist & the White Guardian","game","Nintendo Switch, PC, PlayStation 4, PlayStation 5","Role-Playing, Turn-Based","Gust","Koei Tecmo Games","2025-09-26","day","2025","9","26","6","29.97","22","38.86","7","42.08","35","38.58","6","29.97","","","",""
"157448","Together in Between","multi","PC","Adventure, First-Person, Puzzle","Vellichor Games","Vellichor Games","2024-09-02","day","2024","9","2","1","2.12","","","","","1","2.12","1","2.12","1","2.5","",""
"157455","Agent Mirai and the Submission Machines","game","PC","Simulation","Mediocre Umaaji Lady II","Mango Party, Mango Party News","2024-09-19","day","2024","9","19","1","3.0","","","","","1","3.0","1","3.0","","","",""
"157459","Vendetta Dilogy","mod","PC","First-Person, Shooter","","","2020-09-08","day","2020","9","8","","","1","2.88","","","1","2.88","","","","","",""
"157470","SKIBIDI BACKROOMS","game","PC","Action, Adventure, Simulation","Rosa Special Studio, Grand Technology Associates","Rosa Special Studio, Grand Technology Associates","2023-12-10","day","2023","12","10","","","1","1.08","1","4.0","2","2.54","","","","","",""
"157471","Timmy Time","game","Nintendo DS","Action","Avanquest Software","Avanquest Software","2011-08-19","day","2011","8","19","","","","","1","0.92","1","0.92","","","","","",""
"157472","Goons: Legends & Mayhem","game","Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S","Action, Sports","RageCure Games","Firestoke","2024-04-11","day","2024","4","11","1","2.07","","","","","1","2.07","1","2.07","","","",""
"157474","Morbid Autumn","mod","Linux, Mac, PC","First-Person, Real-Time, Shooter","Doomer Boards community","","2020-11-01","day","2020","11","1","2","2.12","","","","","2","2.12","2","2.12","","","",""
"157475","Natsu no Sagashimono: What We Found That Summer","game","PC","Role-Playing","pekoge-sutagio","Kagura Games","2024-09-27","day","2024","9","27","1","12.45","1","16.84","1","20.78","3","16.76","1","12.45","","","",""
"157477","Funnelcake Apparitions","mod","Linux, Mac, PC","First-Person, Real-Time, Shooter","Doomer Boards community","","2021-10-01","day","2021","10","1","2","1.3","","","","","2","1.3","2","1.3","","","",""
"157478","The Magnificent Five","mod","Linux, Mac, PC","First-Person, Real-Time, Shooter","Doomer Boards community","","2020-12-01","day","2020","12","1","2","0.5","","","","","2","0.5","2","0.5","","","",""
"157480","NAGAISAN","game","PC","Adventure, Simulation","Lu","Lu","2024-09-11","day","2024","9","11","","","","","2","0.41","2","0.41","","","","","",""
"157481","Crime Boss: Rockay City - Cagnali's Order","dlc/expansion","PC, PlayStation 5, Xbox Series X/S","First-Person, Shooter","INGAME STUDIOS","505 Games","2024-06-18","day","2024","6","18","3","2.89","","","","","3","2.89","3","2.89","","","",""
"157482","Crime Boss: Rockay City - Dragon's Gold Cup","dlc/expansion","PC, PlayStation 5, Xbox Series X/S","First-Person, Shooter","INGAME STUDIOS","505 Games","2023-09-14","day","2023","9","14","3","4.38","","","","","3","4.38","3","4.38","","","",""
"157483","Poly Puzzle: Furries 2","game","PC","Adventure, Simulation, Strategy/Tactical","Cute Hannah's Games","Cute Hannah's Games","2021-10-01","day","2021","10","1","","","","","1","1.2","1","1.2","","","","","",""
"157484","The Holy Gosh Darn","game","Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S","Adventure, Puzzle","Perfectly Paranormal","Yogscast Games","2024-09-26","day","2024","9","26","7","5.46","7","8.91","2","16.08","16","7.85","7","5.46","","","",""
"157493","Spava","game","PC","Adventure","UncleReed","UncleReed","2024-09-24","day","2024","9","24","1","0.42","","","1","0.48","2","0.45","1","0.42","","","",""
"157497","The Phantom Fellows","game","Linux, Mac, PC","Adventure","The Phantom Fellows","Strummer Games","2024-09-27","day","2024","9","27","3","8.44","1","16.0","1","18.0","5","11.02","3","8.44","","","",""
"157506","Tachyon Dreams I: The Radiant Fish of the Apocalypse","game","PC","Adventure, Point-And-Click, Third-Person","CosmicVoid","CosmicVoid","2021-10-12","day","2021","10","12","1","0.78","","","","","1","0.78","1","0.78","","","",""
"157508","Gnomes and Knights","game","PC","Action, Adventure, Role-Playing, Simulation","Terletski Games","Terletski Games","2024-10-03","day","2024","10","3","4","1.12","2","2.1","2","4.25","8","1.95","4","1.12","","","",""
